Geofence,LOCATION,BADGE,MUG,DoorType,Datetime,Latitude,Longitude,,
S1,LT2,B1329,0,DROP-OFF,10/28/2020 13:45,,,,
S1,LT1,B1330,1,EXIT,11/8/2020 10:45,,,,
S1,LT1,B1331,0,EXIT,11/8/2020 8:02,,,,
S1,LT1,B1332,1,EXIT,11/5/2020 10:21,,,,
S1,LT1,B1333,1,EXIT,11/8/2020 17:10,,,,
S1,LT1,B1334,0,EXIT,10/20/2020 10:09,,,,
S1,LT1,B1335,1,ENTRY,11/6/2020 13:41,,,,
S1,LT2,B1336,0,EXIT,10/12/2020 17:44,,,,
S1,LT1,B1337,1,EXIT,11/7/2020 19:26,,,,
S1,LT2,B1338,0,EXIT,11/1/2020 19:11,,,,
S1,LT1,B1339,1,EXIT,11/9/2020 11:15,,,,
S1,LT1,B1340,1,EXIT,11/7/2020 15:31,,,,
S1,LT1,B1341,1,EXIT,11/5/2020 13:48,,,,
S1,LT2,B1342,0,ENTRY,11/4/2020 19:45,,,,
S1,LT2,B1343,0,EXIT,11/5/2020 16:34,,,,
S1,LT1,B1344,1,ENTRY,10/12/2020 17:07,,,,
S1,LT2,B1345,0,DROP-OFF,10/21/2020 19:33,,,,
S1,LT2,B1346,1,EXIT,10/12/2020 18:28,,,,
S1,LT2,B1347,0,ENTRY,11/7/2020 13:26,,,,
S1,LT2,B1348,0,EXIT,11/6/2020 10:01,,,,
S1,LT1,B1349,1,EXIT,10/16/2020 14:10,,,,
S1,LT1,B1350,0,EXIT,11/7/2020 4:08,,,,
S1,LT1,B1351,0,EXIT,10/12/2020 17:31,,,,
S1,LT2,B1352,0,DROP-OFF,11/7/2020 16:28,,,,
S1,LT2,B1353,0,ENTRY,11/9/2020 12:46,,,,
S1,LT2,B1354,1,EXIT,10/26/2020 16:31,,,,
S1,LT1,B1355,0,EXIT,10/12/2020 17:33,,,,
S1,LT2,B1356,1,EXIT,10/29/2020 21:11,,,,
S1,LT1,B1357,1,ENTRY,11/6/2020 12:47,,,,
S1,LT2,B1358,1,EXIT,11/1/2020 19:18,,,,
S1,LT2,B1359,0,EXIT,11/9/2020 8:21,,,,
S1,LT2,B1360,0,EXIT,10/30/2020 15:31,,,,
S1,LT2,B1361,0,EXIT,10/24/2020 14:52,,,,
S1,LT2,B1362,1,EXIT,11/4/2020 21:27,,,,
S1,LT1,B1363,0,ENTRY,10/12/2020 17:47,,,,
S1,LT1,B1364,1,EXIT,10/12/2020 17:50,,,,
S1,LT1,B1365,1,EXIT,10/12/2020 17:49,,,,
S1,LT1,B1366,0,DROP-OFF,11/8/2020 13:03,,,,
S1,LT2,B1367,0,EXIT,10/30/2020 5:29,,,,
S1,LT2,B1368,1,EXIT,11/8/2020 21:35,,,,
S1,LT2,B1369,1,EXIT,11/7/2020 20:01,,,,
S1,LT1,B1370,0,EXIT,10/12/2020 17:59,,,,
S1,LT1,B1371,0,EXIT,11/6/2020 22:18,,,,
S1,LT2,B1372,1,EXIT,11/2/2020 17:13,,,,
S1,LT2,B1373,1,EXIT,11/6/2020 9:18,,,,
S1,LT1,B1374,1,EXIT,11/5/2020 15:32,,,,
S1,LT1,B1375,0,EXIT,10/16/2020 12:21,,,,
S1,LT2,B1376,0,EXIT,11/7/2020 6:57,,,,
S1,LT2,B1377,1,EXIT,11/8/2020 16:36,,,,
S1,LT1,B1378,0,EXIT,11/9/2020 7:37,,,,
S1,LT2,B1379,0,EXIT,10/12/2020 18:33,,,,
S1,LT1,B1380,1,EXIT,11/6/2020 20:07,,,,
S1,LT1,B1381,1,EXIT,11/6/2020 18:24,,,,
S1,LT1,B1382,0,EXIT,11/8/2020 23:29,,,,
S1,LT1,B1383,1,ENTRY,10/12/2020 18:37,,,,
S1,LT1,B1384,1,EXIT,10/15/2020 18:43,,,,
S1,LT2,B1385,1,EXIT,10/31/2020 0:14,,,,
S1,LT2,B1386,0,EXIT,11/2/2020 12:04,,,,
S1,LT2,B1387,0,EXIT,11/4/2020 18:23,,,,
S1,LT2,B1388,1,EXIT,10/29/2020 22:32,,,,
S1,LT1,B1389,0,DROP-OFF,10/12/2020 19:34,,,,
S1,LT1,B1390,0,EXIT,11/2/2020 21:43,,,,
S1,LT2,B1391,0,ENTRY,11/9/2020 12:08,,,,
S1,LT1,B1392,1,EXIT,10/12/2020 19:53,,,,
S1,LT1,B1393,1,ENTRY,10/12/2020 20:06,,,,
S1,LT1,B1394,1,EXIT,10/12/2020 20:17,,,,
S1,LT2,B1395,1,EXIT,11/3/2020 8:22,,,,
S1,LT1,B1396,1,ENTRY,10/30/2020 20:06,,,,
S1,LT2,B1397,1,ENTRY,11/2/2020 20:36,,,,
S1,LT2,B1398,0,ENTRY,11/5/2020 7:18,,,,
S1,LT2,B1399,1,EXIT,10/23/2020 20:19,,,,
S1,LT1,B1400,1,PICK-UP,10/26/2020 19:38,,,,
S1,LT2,B1401,0,EXIT,11/3/2020 16:15,,,,
S1,LT1,B1402,0,EXIT,11/6/2020 16:53,,,,
S1,LT2,B1403,0,EXIT,10/30/2020 19:58,,,,
S1,LT1,B1404,0,EXIT,11/5/2020 5:47,,,,
S1,LT2,B1405,0,ENTRY,11/5/2020 19:15,,,,
S1,LT2,B1406,0,EXIT,11/6/2020 13:25,,,,
S1,LT1,B1407,1,EXIT,11/7/2020 0:56,,,,
S1,LT2,B1408,0,DROP-OFF,10/15/2020 19:13,,,,
S1,LT2,B1409,0,EXIT,11/2/2020 19:25,,,,
S1,LT1,B1410,1,EXIT,11/8/2020 23:32,,,,
S1,LT2,B1411,1,EXIT,11/8/2020 14:04,,,,
S1,LT2,B1412,0,EXIT,11/5/2020 21:01,,,,
S1,LT1,B1413,1,EXIT,11/6/2020 13:57,,,,
S1,LT1,B1414,0,EXIT,11/8/2020 14:16,,,,
S1,LT2,B1415,0,EXIT,11/1/2020 14:07,,,,
S1,LT1,B1416,0,EXIT,10/28/2020 6:42,,,,
S1,LT1,B1417,1,ENTRY,10/12/2020 21:33,,,,
S1,LT1,B1418,1,EXIT,11/8/2020 22:48,,,,
S1,LT1,B1419,0,EXIT,10/15/2020 15:20,,,,
S1,LT2,B1420,0,ENTRY,11/9/2020 3:26,,,,
S1,LT1,B1421,1,ENTRY,10/31/2020 7:47,,,,
S1,LT1,B1422,1,EXIT,11/8/2020 21:47,,,,
S1,LT2,B1423,1,EXIT,11/7/2020 23:58,,,,
S1,LT1,B1424,1,EXIT,10/23/2020 16:40,,,,
S1,LT1,B1425,0,EXIT,10/18/2020 6:11,,,,
S1,LT1,B1426,1,PICK-UP,11/5/2020 14:17,,,,
S1,LT2,B1427,0,EXIT,10/23/2020 4:32,,,,
S1,LT2,B1428,0,EXIT,11/3/2020 13:34,,,,
S1,LT2,B1429,0,ENTRY,11/8/2020 21:56,,,,
S1,LT2,B1430,1,EXIT,10/25/2020 19:53,,,,
S1,LT1,B1431,0,ENTRY,11/9/2020 0:55,,,,
S1,LT1,B1432,1,EXIT,10/12/2020 23:54,,,,
S1,LT2,B1433,0,EXIT,11/7/2020 12:21,,,,
S1,LT2,B1434,0,EXIT,11/9/2020 8:59,,,,
S1,LT1,B1435,0,EXIT,10/13/2020 1:12,,,,
S1,LT2,B1436,1,EXIT,10/30/2020 20:59,,,,
S1,LT1,B1437,1,EXIT,11/8/2020 15:48,,,,
S1,LT2,B1438,1,EXIT,10/13/2020 0:43,,,,
S1,LT2,B1439,1,EXIT,10/13/2020 0:40,,,,
S1,LT2,B1440,0,DROP-OFF,10/22/2020 10:17,,,,
S1,LT1,B1441,0,ENTRY,10/29/2020 23:43,,,,
S1,LT1,B1442,1,ENTRY,10/13/2020 1:10,,,,
S1,LT1,B1443,1,EXIT,10/13/2020 1:17,,,,
S1,LT1,B1444,1,ENTRY,11/1/2020 6:16,,,,
S1,LT1,B1445,1,ENTRY,11/8/2020 7:12,,,,
S1,LT1,B1446,0,EXIT,11/7/2020 15:39,,,,
S1,LT1,B1447,1,EXIT,11/4/2020 7:22,,,,
S1,LT1,B1,1,EXIT,11/8/2020 13:19,,,,
S1,LT2,B2,0,EXIT,10/13/2020 10:04,,,,
S1,LT1,B3,0,EXIT,11/6/2020 5:08,,,,
S1,LT1,B4,0,EXIT,10/19/2020 5:04,,,,
S1,LT1,B5,1,EXIT,11/7/2020 10:30,,,,
S1,LT2,B6,0,EXIT,11/5/2020 4:47,,,,
S1,LT1,B7,0,EXIT,11/8/2020 13:40,,,,
S1,LT1,B8,0,EXIT,11/6/2020 7:47,,,,
S1,LT1,B9,1,EXIT,11/9/2020 5:11,,,,
S1,LT1,B10,1,ENTRY,10/13/2020 5:24,,,,
S1,LT1,B11,0,EXIT,11/9/2020 5:07,,,,
S1,LT1,B1459,1,EXIT,10/13/2020 5:12,,,,
S1,LT2,B1460,0,EXIT,11/9/2020 13:06,,,,
S1,LT1,B1461,0,DROP-OFF,10/31/2020 4:42,,,,
S1,LT1,B1462,0,EXIT,10/25/2020 7:21,,,,
S1,LT1,B1463,0,EXIT,10/15/2020 6:33,,,,
S1,LT1,B1464,0,EXIT,10/13/2020 5:42,,,,
S1,LT1,B1465,1,ENTRY,10/15/2020 7:05,,,,
S1,LT1,B1466,0,EXIT,11/9/2020 9:04,,,,
S1,LT2,B1467,0,EXIT,11/2/2020 19:20,,,,
S1,LT1,B1468,1,EXIT,11/3/2020 7:37,,,,
S1,LT1,B1469,0,EXIT,10/13/2020 6:26,,,,
S1,LT1,B1470,0,EXIT,10/13/2020 6:32,,,,
S1,LT2,B1471,0,EXIT,10/17/2020 7:36,,,,
S1,LT2,B1472,0,EXIT,10/16/2020 12:45,,,,
S1,LT2,B1473,1,EXIT,11/9/2020 7:21,,,,
S1,LT2,B1474,1,ENTRY,10/29/2020 7:17,,,,
S1,LT1,B1475,0,EXIT,10/13/2020 7:00,,,,
S1,LT1,B1476,1,EXIT,11/3/2020 22:39,,,,
S1,LT1,B1477,0,EXIT,10/13/2020 7:07,,,,
S1,LT2,B1478,0,PICK-UP,11/9/2020 0:16,,,,
S1,LT1,B1479,0,EXIT,11/7/2020 21:33,,,,
S1,LT1,B1480,1,EXIT,10/13/2020 7:15,,,,
S1,LT2,B1481,0,EXIT,10/13/2020 7:31,,,,
S1,LT2,B1482,1,EXIT,11/6/2020 21:58,,,,
S1,LT2,B1483,0,EXIT,11/7/2020 11:08,,,,
S1,LT2,B1484,0,DROP-OFF,10/24/2020 9:03,,,,
S1,LT1,B1485,0,EXIT,11/9/2020 5:41,,,,
S1,LT2,B1,0,EXIT,10/29/2020 7:48,,,,
S1,LT1,B2,1,ENTRY,11/2/2020 12:13,,,,
S1,LT1,B3,0,EXIT,11/6/2020 8:46,,,,
S1,LT1,B4,1,ENTRY,10/13/2020 7:24,,,,
S1,LT1,B5,1,EXIT,11/3/2020 7:06,,,,
S1,LT1,B6,1,EXIT,11/5/2020 21:56,,,,
S1,LT2,B7,0,ENTRY,11/6/2020 16:39,,,,
S1,LT2,B8,0,EXIT,11/9/2020 6:53,,,,
S1,LT1,B9,0,EXIT,11/6/2020 6:41,,,,
S1,LT1,B10,0,DROP-OFF,10/25/2020 9:21,,,,
S1,LT1,B11,1,EXIT,11/9/2020 10:18,,,,
S1,LT2,B1497,0,PICK-UP,11/9/2020 9:52,,,,
S1,LT1,B1498,1,EXIT,10/20/2020 10:22,,,,
S1,LT2,B1499,0,EXIT,11/6/2020 6:48,,,,
S1,LT1,B1500,0,EXIT,11/8/2020 10:24,,,,
S1,LT2,B1501,0,EXIT,10/13/2020 8:33,,,,
S1,LT1,B1502,0,DROP-OFF,10/13/2020 8:27,,,,
S1,LT2,B1503,0,ENTRY,10/14/2020 9:35,,,,
S1,LT2,B1504,0,DROP-OFF,11/8/2020 14:08,,,,
S1,LT1,B1505,0,EXIT,10/13/2020 12:37,,,,
S1,LT1,B1506,0,EXIT,10/13/2020 8:57,,,,
S1,LT2,B1507,0,EXIT,11/6/2020 6:39,,,,
S1,LT1,B1508,0,EXIT,11/4/2020 14:45,,,,
S1,LT1,B1509,0,EXIT,11/3/2020 7:34,,,,
S1,LT1,B1510,0,DROP-OFF,10/18/2020 12:32,,,,
S1,LT2,B1,1,EXIT,11/6/2020 18:41,,,,
S1,LT1,B2,0,EXIT,10/17/2020 10:30,,,,
S1,LT2,B3,0,ENTRY,11/8/2020 21:22,,,,
S1,LT2,B4,1,EXIT,10/29/2020 13:41,,,,
S1,LT1,B5,0,ENTRY,10/16/2020 14:23,,,,
S1,LT1,B6,0,EXIT,11/9/2020 13:10,,,,
S1,LT1,B7,0,EXIT,10/16/2020 18:36,,,,
S1,LT1,B8,1,EXIT,11/6/2020 14:57,,,,
S1,LT1,B9,0,EXIT,10/13/2020 9:46,,,,
S1,LT2,B10,0,EXIT,10/29/2020 7:01,,,,
S1,LT2,B11,0,EXIT,11/6/2020 16:40,,,,
S1,LT1,B1522,0,EXIT,11/9/2020 8:59,,,,
S1,LT2,B1523,0,DROP-OFF,10/26/2020 13:11,,,,
S1,LT1,B1524,1,EXIT,10/13/2020 10:38,,,,
S1,LT2,B1525,0,EXIT,10/13/2020 10:49,,,,
S1,LT1,B1526,0,EXIT,10/24/2020 16:41,,,,
S1,LT2,B1527,0,DROP-OFF,10/15/2020 8:39,,,,
S1,LT2,B1528,1,EXIT,11/9/2020 12:47,,,,
S1,LT2,B1529,1,EXIT,10/22/2020 12:54,,,,
S1,LT1,B1530,1,EXIT,10/13/2020 10:15,,,,
S1,LT1,B1531,0,ENTRY,10/31/2020 12:13,,,,
S1,LT2,B1532,0,EXIT,10/22/2020 14:19,,,,
S1,LT2,B1533,1,EXIT,10/30/2020 16:34,,,,
S1,LT2,B1534,0,EXIT,10/21/2020 12:25,,,,
S1,LT1,B1535,0,EXIT,11/7/2020 7:43,,,,
S1,LT2,B1536,1,EXIT,11/3/2020 8:29,,,,
S1,LT1,B1537,1,EXIT,11/3/2020 17:44,,,,
S1,LT1,B1538,1,EXIT,11/4/2020 7:29,,,,
S1,LT1,B1539,0,EXIT,11/9/2020 9:55,,,,
S1,LT2,B1540,0,EXIT,10/13/2020 10:59,,,,
S1,LT1,B1541,1,EXIT,11/6/2020 18:02,,,,
S1,LT2,B1542,0,EXIT,10/30/2020 17:30,,,,
S1,LT1,B1543,1,ENTRY,10/13/2020 11:04,,,,
S1,LT1,B1544,0,EXIT,11/9/2020 8:45,,,,
S1,LT2,B1545,0,DROP-OFF,11/7/2020 15:19,,,,
S1,LT1,B1546,1,EXIT,10/13/2020 11:15,,,,
S1,LT2,B1547,1,EXIT,11/6/2020 16:08,,,,
S1,LT1,B1548,1,ENTRY,10/21/2020 7:51,,,,
S1,LT1,B1549,0,EXIT,10/31/2020 7:16,,,,
S1,LT1,B1550,0,DROP-OFF,10/19/2020 13:35,,,,
S1,LT1,B1551,1,ENTRY,10/28/2020 21:04,,,,
S1,LT2,B1552,0,DROP-OFF,11/7/2020 12:15,,,,
S1,LT1,B1553,1,EXIT,11/7/2020 18:15,,,,
S1,LT2,B1554,1,ENTRY,11/3/2020 10:49,,,,
S1,LT2,B1555,0,EXIT,10/26/2020 10:04,,,,
S1,LT2,B1556,0,DROP-OFF,10/22/2020 15:16,,,,
S1,LT2,B1557,0,DROP-OFF,11/5/2020 10:49,,,,
S1,LT1,B1558,1,ENTRY,10/29/2020 13:14,,,,
S1,LT2,B1559,0,EXIT,10/19/2020 18:49,,,,
S1,LT2,B1560,0,EXIT,11/9/2020 0:53,,,,
S1,LT2,B1561,1,ENTRY,10/21/2020 16:11,,,,
S1,LT2,B1562,1,EXIT,11/6/2020 13:33,,,,
S1,LT1,B1563,1,EXIT,10/18/2020 21:48,,,,
S1,LT1,B1564,0,EXIT,11/4/2020 14:40,,,,
S1,LT2,B1565,0,ENTRY,10/20/2020 15:26,,,,
S1,LT1,B1,1,ENTRY,11/8/2020 19:51,,,,
S1,LT1,B2,1,ENTRY,10/24/2020 14:45,,,,
S1,LT1,B3,1,EXIT,10/21/2020 17:26,,,,
S1,LT2,B4,0,EXIT,11/7/2020 9:29,,,,
S1,LT2,B5,0,DROP-OFF,11/6/2020 17:46,,,,
S1,LT1,B6,0,EXIT,10/29/2020 23:02,,,,
S1,LT2,B7,1,EXIT,11/9/2020 8:21,,,,
S1,LT2,B8,1,EXIT,11/4/2020 18:26,,,,
S1,LT2,B9,0,EXIT,10/26/2020 14:07,,,,
S1,LT1,B10,0,DROP-OFF,10/13/2020 13:01,,,,
S1,LT2,B11,0,EXIT,11/8/2020 8:49,,,,
S1,LT1,B1577,1,ENTRY,10/13/2020 13:05,,,,
S1,LT1,B1578,0,EXIT,10/13/2020 13:15,,,,
S1,LT1,B1579,0,EXIT,10/26/2020 16:46,,,,
S1,LT1,B1580,0,EXIT,10/22/2020 7:57,,,,
S1,LT2,B1581,1,EXIT,10/13/2020 13:36,,,,
S1,LT1,B1582,0,EXIT,11/7/2020 7:39,,,,
S1,LT1,B1583,1,EXIT,11/3/2020 14:35,,,,
S1,LT1,B1584,0,EXIT,10/13/2020 13:29,,,,
S1,LT2,B1585,1,EXIT,10/28/2020 15:55,,,,
S1,LT2,B1586,0,EXIT,11/5/2020 19:21,,,,
S1,LT1,B1587,1,EXIT,11/8/2020 19:31,,,,
S1,LT1,B1588,0,EXIT,11/9/2020 12:03,,,,
S1,LT2,B1589,1,EXIT,11/7/2020 14:06,,,,
S1,LT1,B1590,1,ENTRY,10/31/2020 16:32,,,,
S1,LT1,B1591,0,ENTRY,10/27/2020 13:50,,,,
S1,LT2,B1592,0,EXIT,10/23/2020 23:00,,,,
S1,LT2,B1593,0,EXIT,10/13/2020 14:10,,,,
S1,LT1,B1,0,DROP-OFF,10/13/2020 14:07,,,,
S1,LT2,B2,0,DROP-OFF,10/13/2020 14:11,,,,
S1,LT1,B3,1,ENTRY,11/6/2020 9:01,,,,
S1,LT2,B4,0,EXIT,10/13/2020 14:44,,,,
S1,LT2,B5,1,EXIT,10/15/2020 15:16,,,,
S1,LT2,B6,1,EXIT,11/8/2020 13:19,,,,
S1,LT2,B7,0,EXIT,11/9/2020 10:50,,,,
S1,LT1,B8,0,EXIT,11/5/2020 8:08,,,,
S1,LT2,B9,0,DROP-OFF,10/13/2020 14:31,,,,
S1,LT2,B10,1,EXIT,10/28/2020 15:59,,,,
S1,LT1,B11,1,EXIT,11/4/2020 7:36,,,,
S1,LT2,B1605,0,EXIT,10/16/2020 13:36,,,,
S1,LT2,B1606,0,EXIT,11/2/2020 17:20,,,,
S1,LT1,B1607,0,EXIT,11/5/2020 13:45,,,,
S1,LT1,B1608,0,EXIT,11/7/2020 14:00,,,,
S1,LT2,B1609,0,DROP-OFF,10/30/2020 16:10,,,,
S1,LT1,B1610,1,EXIT,11/7/2020 7:58,,,,
S1,LT1,B1611,0,EXIT,10/15/2020 10:52,,,,
S1,LT2,B1612,0,DROP-OFF,11/9/2020 13:16,,,,
S1,LT1,B1613,1,EXIT,10/30/2020 15:26,,,,
S1,LT2,B1614,0,EXIT,10/13/2020 15:25,,,,
S1,LT2,B1615,1,EXIT,11/6/2020 13:24,,,,
S1,LT1,B1,0,EXIT,10/13/2020 15:20,,,,
S1,LT2,B2,0,EXIT,10/13/2020 15:36,,,,
S1,LT1,B3,1,EXIT,10/30/2020 15:05,,,,
S1,LT1,B4,1,EXIT,11/2/2020 17:59,,,,
S1,LT2,B5,0,PICK-UP,11/9/2020 12:44,,,,
S1,LT2,B6,1,EXIT,10/17/2020 19:51,,,,
S1,LT1,B7,0,EXIT,11/8/2020 8:18,,,,
S1,LT1,B8,1,EXIT,11/6/2020 14:09,,,,
S1,LT1,B9,0,EXIT,11/7/2020 13:09,,,,
S1,LT2,B10,0,DROP-OFF,11/5/2020 12:59,,,,
S1,LT1,B11,0,ENTRY,11/7/2020 6:41,,,,
S1,LT2,B1627,1,EXIT,11/6/2020 15:27,,,,
S1,LT2,B1628,0,DROP-OFF,11/8/2020 19:34,,,,
S1,LT1,B1629,0,EXIT,11/7/2020 6:10,,,,
S1,LT2,B1630,0,EXIT,10/26/2020 13:03,,,,
S1,LT1,B1631,0,EXIT,11/9/2020 6:07,,,,
S1,LT2,B1632,0,EXIT,11/5/2020 18:59,,,,
S1,LT2,B1633,1,EXIT,11/5/2020 16:30,,,,
S1,LT1,B1634,0,EXIT,11/6/2020 11:46,,,,
S1,LT2,B1635,1,EXIT,11/8/2020 19:53,,,,
S1,LT1,B1636,0,EXIT,10/14/2020 8:00,,,,
S1,LT1,B1637,1,ENTRY,10/29/2020 11:06,,,,
S1,LT2,B1638,0,EXIT,11/5/2020 10:52,,,,
S1,LT2,B1,0,EXIT,11/5/2020 17:54,,,,
S1,LT1,B2,0,EXIT,10/19/2020 13:15,,,,
S1,LT2,B3,0,EXIT,10/13/2020 16:37,,,,
S1,LT1,B4,0,EXIT,11/5/2020 19:22,,,,
S1,LT1,B5,0,EXIT,11/3/2020 11:40,,,,
S1,LT2,B6,0,DROP-OFF,10/13/2020 16:51,,,,
S1,LT2,B7,1,EXIT,11/1/2020 11:56,,,,
S1,LT1,B8,1,EXIT,10/13/2020 18:16,,,,
S1,LT2,B9,0,EXIT,10/16/2020 18:03,,,,
S1,LT1,B10,1,EXIT,11/8/2020 15:57,,,,
S1,LT1,B11,0,ENTRY,11/1/2020 18:52,,,,
S1,LT1,B1650,0,EXIT,10/26/2020 7:22,,,,
S1,LT2,B1651,0,EXIT,11/6/2020 18:09,,,,
S1,LT1,B1652,1,ENTRY,10/20/2020 19:58,,,,
S1,LT2,B1653,0,DROP-OFF,10/13/2020 17:48,,,,
S1,LT1,B1654,1,EXIT,10/23/2020 13:31,,,,
S1,LT2,B1,0,ENTRY,10/13/2020 18:05,,,,
S1,LT1,B2,0,EXIT,11/7/2020 17:01,,,,
S1,LT1,B3,0,EXIT,11/4/2020 15:26,,,,
S1,LT1,B4,0,ENTRY,10/25/2020 15:52,,,,
S1,LT1,B5,0,DROP-OFF,10/26/2020 7:28,,,,
S1,LT1,B6,0,EXIT,10/29/2020 17:41,,,,
S1,LT1,B7,1,EXIT,10/13/2020 18:57,,,,
S1,LT1,B8,0,EXIT,11/3/2020 6:33,,,,
S1,LT1,B9,0,ENTRY,10/25/2020 6:38,,,,
S1,LT1,B10,0,DROP-OFF,10/13/2020 19:15,,,,
S1,LT1,B11,0,DROP-OFF,11/6/2020 17:29,,,,
S1,LT2,B1666,0,EXIT,11/8/2020 0:40,,,,
S1,LT2,B1667,1,EXIT,11/3/2020 8:34,,,,
S1,LT1,B1668,1,EXIT,11/1/2020 17:11,,,,
S1,LT1,B1669,1,EXIT,10/28/2020 20:30,,,,
S1,LT2,B1,1,EXIT,11/8/2020 19:45,,,,
S1,LT1,B2,1,PICK-UP,10/18/2020 18:53,,,,
S1,LT2,B3,0,EXIT,11/8/2020 16:05,,,,
S1,LT1,B4,1,EXIT,11/6/2020 22:07,,,,
S1,LT1,B5,0,EXIT,11/5/2020 15:02,,,,
S1,LT1,B6,1,EXIT,10/14/2020 15:12,,,,
S1,LT1,B7,1,EXIT,11/8/2020 17:35,,,,
S1,LT2,B8,1,EXIT,11/1/2020 20:29,,,,
S1,LT2,B9,1,EXIT,11/8/2020 21:56,,,,
S1,LT2,B10,0,EXIT,10/24/2020 5:52,,,,
S1,LT2,B11,1,EXIT,10/28/2020 19:39,,,,
S1,LT2,B1681,1,EXIT,11/7/2020 19:50,,,,
S1,LT1,B1682,1,EXIT,11/8/2020 20:13,,,,
S1,LT2,B1683,0,EXIT,10/30/2020 6:14,,,,
S1,LT1,B1684,0,EXIT,10/23/2020 19:06,,,,
S1,LT2,B1685,0,EXIT,11/4/2020 20:52,,,,
S1,LT2,B1686,1,EXIT,11/9/2020 11:56,,,,
S1,LT1,B1,0,EXIT,10/27/2020 4:11,,,,
S1,LT1,B2,0,EXIT,10/13/2020 22:43,,,,
S1,LT2,B3,0,EXIT,10/20/2020 4:54,,,,
S1,LT2,B4,1,EXIT,10/13/2020 23:19,,,,
S1,LT2,B5,1,EXIT,11/5/2020 23:58,,,,
S1,LT1,B6,0,EXIT,11/6/2020 23:29,,,,
S1,LT1,B7,1,EXIT,10/26/2020 21:03,,,,
S1,LT2,B8,0,EXIT,11/5/2020 16:33,,,,
S1,LT1,B9,0,EXIT,11/9/2020 9:24,,,,
S1,LT1,B10,0,EXIT,11/4/2020 21:36,,,,
S1,LT1,B11,1,EXIT,11/6/2020 21:00,,,,
S1,LT2,B1698,0,EXIT,10/19/2020 0:37,,,,
S1,LT1,B1699,1,EXIT,11/1/2020 23:46,,,,
S1,LT2,B1700,1,EXIT,10/26/2020 22:50,,,,
S1,LT1,B1701,0,ENTRY,10/29/2020 0:36,,,,
S1,LT1,B1702,1,ENTRY,10/31/2020 16:51,,,,
S1,LT2,B1703,1,EXIT,11/9/2020 6:45,,,,
S1,LT1,B1704,0,EXIT,11/7/2020 5:52,,,,
S1,LT2,B1705,0,EXIT,10/27/2020 7:19,,,,
S1,LT2,B1706,0,EXIT,11/9/2020 6:01,,,,
S1,LT1,B1707,0,EXIT,10/22/2020 18:32,,,,
S1,LT1,B1708,0,EXIT,11/7/2020 17:38,,,,
S1,LT2,B1709,0,EXIT,11/8/2020 16:26,,,,
S1,LT1,B1710,1,ENTRY,11/2/2020 11:06,,,,
S1,LT1,B1711,0,EXIT,11/6/2020 8:26,,,,
S2,LT1,B1712,0,EXIT,11/4/2020 6:30,,,,
S2,LT1,B1713,0,EXIT,11/9/2020 9:02,,,,
S2,LT1,B1714,1,EXIT,11/5/2020 14:46,,,,
S2,LT1,B1715,1,EXIT,11/8/2020 5:54,,,,
S2,LT1,B1716,0,ENTRY,10/14/2020 6:32,,,,
S2,LT1,B1717,0,EXIT,11/5/2020 16:31,,,,
S2,LT2,B1718,0,EXIT,10/17/2020 6:26,,,,
S2,LT2,B1719,0,EXIT,10/14/2020 6:44,,,,
S2,LT1,B1720,1,ENTRY,10/23/2020 10:03,,,,
S2,LT1,B1721,0,EXIT,10/14/2020 15:23,,,,
S2,LT1,B1722,1,PICK-UP,10/19/2020 5:54,,,,
S2,LT1,B1723,0,ENTRY,10/19/2020 17:17,,,,
S2,LT1,B1724,0,EXIT,11/3/2020 14:33,,,,
S2,LT2,B1725,0,EXIT,10/16/2020 20:48,,,,
S2,LT1,B1726,0,EXIT,11/4/2020 7:06,,,,
S2,LT1,B1727,0,EXIT,10/22/2020 15:44,,,,
S2,LT2,B1728,1,EXIT,11/4/2020 19:25,,,,
S2,LT1,B1729,0,EXIT,11/4/2020 12:48,,,,
S2,LT2,B1730,0,EXIT,11/8/2020 7:05,,,,
S2,LT1,B1731,1,PICK-UP,10/30/2020 12:37,,,,
S2,LT1,B1732,0,EXIT,11/8/2020 5:09,,,,
S2,LT1,B1733,0,EXIT,10/18/2020 7:25,,,,
S2,LT1,B1734,0,DROP-OFF,10/30/2020 15:56,,,,
S2,LT2,B1735,1,EXIT,10/21/2020 12:44,,,,
S2,LT2,B1736,0,EXIT,10/14/2020 7:53,,,,
S2,LT1,B1737,1,EXIT,11/9/2020 11:30,,,,
S2,LT2,B1738,0,EXIT,11/5/2020 10:10,,,,
S2,LT1,B1739,1,EXIT,11/7/2020 11:50,,,,
S2,LT2,B1740,1,EXIT,11/5/2020 20:02,,,,
S2,LT2,B1741,0,EXIT,10/14/2020 8:41,,,,
S2,LT2,B1742,0,EXIT,11/9/2020 5:12,,,,
S2,LT1,B1743,0,EXIT,11/9/2020 7:42,,,,
S2,LT2,B1744,0,EXIT,10/14/2020 9:22,,,,
S2,LT2,B1745,1,EXIT,10/16/2020 9:59,,,,
S2,LT1,B1746,0,EXIT,11/8/2020 10:33,,,,
S2,LT2,B1747,0,EXIT,11/7/2020 7:29,,,,
S2,LT1,B1748,0,EXIT,10/14/2020 9:20,,,,
